Accession,Coreceptor
MH672806,CCR5
MH672807,CCR5
MH672808,CCR5
MH672809,CCR5
MH672810,CCR5
MH672811,CCR5
MH672812,CCR5
MH672877,CCR5
MH672878,CCR5
MH672879,CCR5
MH672880,CCR5
MH672881,CCR5
MH672882,CCR5
MH672883,CCR5
MH672884,CCR5
MH672885,CCR5
MH672886,CCR5
MH672887,CCR5
MH672888,CCR5
MH672889,CCR5
MH672890,CCR5
MH672891,CCR5
MH672892,CCR5
MH672893,CCR5
MH672894,CCR5
MH672895,CCR5
MH672896,CCR5
MH672897,CCR5
MH672898,CCR5
MH672899,CCR5
MH672900,CCR5
MH672901,CCR5
MH672902,CCR5
MH672903,CCR5
MH672904,CCR5
MH672905,CCR5
MH672906,CCR5
MH672907,CCR5
MH672908,CCR5
MH672909,CCR5
MH672910,CCR5
MH672911,CCR5
MH672912,CCR5
MH672913,CCR5
MH672914,CCR5
MH672915,CCR5
MH672916,CCR5
MH672917,CCR5
MH672918,CCR5
MH672919,CCR5
MH672920,CCR5
MH672921,CCR5
MH672922,CCR5
MH672923,CCR5
MH672924,CCR5
MH672926,CCR5
MH672927,CCR5
MH672928,CCR5
MH672929,CCR5
MH672930,CCR5
MH672931,CCR5
MH672932,CCR5
MH672933,CCR5
MH672934,CCR5
MH672935,CCR5
MH672936,CCR5
MH672937,CCR5
MH672938,CCR5
MH672939,CCR5
MH672940,CCR5
MH672956,CCR5
MH672957,CCR5
MH672958,CCR5
MH672959,CCR5
MH672960,CCR5
MH672961,CCR5
MH672962,CCR5
MH672963,CCR5
MH672964,CCR5
MH672965,CCR5
MH672966,CCR5
MH672967,CCR5
MH672968,CCR5
MH672969,CCR5
MH672970,CCR5
MH672971,CCR5
MH672972,CCR5
MH672973,CCR5
MH672974,CCR5
MH672975,CCR5
MH672976,CCR5
MH672977,CCR5
MH672978,CCR5
MH672979,CCR5
MH672980,CCR5
MH672981,CCR5
MH672982,CCR5
MH672983,CCR5
MH672984,CCR5
MH672985,CCR5
MH672986,CCR5
MH672987,CCR5
MH672988,CCR5
MH672989,CCR5
MH672990,CCR5
MH672991,CCR5
MH672992,CCR5
MH672993,CCR5
MH672994,CCR5
MH672995,CCR5
MH672996,CCR5
MH672997,CCR5
MH672998,CCR5
MH672999,CCR5
MH673000,CCR5
MH673001,CCR5
MH673002,CCR5
MH673003,CCR5
MH673004,CCR5
MH673005,CCR5
MH673006,CCR5
MH673007,CCR5
MH673008,CCR5
MH673009,CCR5
MH673010,CCR5
MH673011,CCR5
MH673012,CCR5
MH673013,CCR5
MH673014,CCR5
MH673015,CCR5
MH673016,CCR5
MH673017,CCR5
MH673018,CCR5
MH673019,CCR5
MH673020,CCR5
MH673021,CCR5
MH673022,CCR5
MH673023,CCR5
MH673024,CCR5
MH673025,CCR5
MH673026,CCR5
MH673027,CCR5
MH673028,CCR5
MH673029,CCR5
MH673030,CCR5
MH673031,CCR5
MH673032,CCR5
MK205477,CCR5
MK205512,CCR5
MK205514,CCR5
MK205531,CCR5
MK205532,CCR5
MK205561,CCR5
MK205566,CCR5
MK205571,CCR5
MK205648,CCR5
MK205649,CCR5
MK205653,CCR5
MK205654,CCR5
MK205971,CCR5
MK205974,CCR5
MK205977,CCR5
MK206037,CCR5
MK206041,CCR5
MK206042,CCR5
MK206047,CCR5
MK206069,CCR5
MK206079,CCR5
MK206103,CCR5
MK206104,CCR5
MK206106,CCR5
MK206107,CCR5
MK206110,CCR5
MK206113,CCR5
MK206114,CCR5
MK206120,CCR5
MK206188,CCR5
MK206191,CCR5
MK206193,CCR5
MK397970,CCR5
MK465839,CCR5
MK465844,CCR5
MK465873,CXCR4
MK465878,CCR5
MK465879,CXCR4
MK465886,CXCR4
MK465893,CCR5
MK465896,CCR5
MK465897,CCR5
MK465898,CCR5
MK465901,CCR5
MK465902,CXCR4
MK465906,CCR5
MK465908,CCR5
MK465911,CCR5
MK465915,CCR5
MK465919,CCR5
MK465929,CCR5
MK465930,CCR5
MK465935,CCR5
MK465940,CCR5
MK465945,CCR5
MK465948,CCR5
MK465951,CCR5
MK465964,CCR5
MK465969,CCR5
MK465970,CCR5
MK465975,CCR5
MK465984,CCR5
MK465988,CCR5
MK465995,CCR5
MK465998,CCR5
MK465999,CCR5
MK466053,CCR5
MK466056,CCR5
MK466066,CCR5
MK466069,CCR5
MK466074,CCR5
MK466075,CCR5
MK466083,CCR5
MK466088,CCR5
MK466096,CCR5
MK466099,CCR5
MK466122,CCR5
MK466134,CCR5
MK466138,CCR5
MK466139,CCR5
MK466141,CCR5
MK466142,CCR5
MK466146,CCR5
MK466151,CCR5
MK466152,CCR5
MK466154,CCR5
MK466157,CCR5
MK466158,CCR5
MK466159,CCR5
MK466160,CCR5
MK466161,CCR5
MK466170,CXCR4
MK466232,CCR5
MK466235,CCR5
MK466253,CCR5
MK466262,CCR5
MK466268,CCR5
MK466277,CCR5
MK466288,CCR5
MK466293,CCR5
MK466299,CCR5
MK466301,CCR5
MK466305,CCR5
MK466319,CCR5
MK466323,CCR5
MK499378,CXCR4
MK501569,CCR5
MK501570,CCR5
MK501571,CCR5
MK501572,CCR5
MK501573,CCR5
MK501574,CCR5
MK501575,CCR5
MK501576,CCR5
MK501577,CCR5
MK501578,CCR5
MK501579,CCR5
MK501580,CCR5
MK501581,CCR5
MK501582,CCR5
MK501585,CCR5
MK501586,CCR5
MK501587,CCR5
MK501588,CCR5
MK501589,CCR5
MK501590,CCR5
MK501592,CCR5
MK501593,CXCR4
MK501594,CCR5
MK501595,CCR5
MK501596,CCR5
MK501597,CXCR4
MK501598,CCR5
MK501599,CCR5
MK501600,CCR5
MK501601,CCR5
MK501602,CCR5
MK501603,CCR5
MK618182,CCR5
MK618183,CXCR4
MK618184,CCR5
MK618186,CXCR4
MK618189,CCR5
MK618191,CXCR4
MK618193,CCR5
MK618194,CXCR4
MK618195,CXCR4
MK618197,CXCR4
MK618199,CXCR4
MK618200,CCR5
MK618203,CCR5
MK618209,CCR5
MK618210,CXCR4
MK618213,CCR5
MK618214,CXCR4
MK618215,CCR5
MK618216,CCR5
MK618218,CXCR4
MK618219,CCR5
MK618222,CXCR4
MK618223,CCR5
MK618224,CCR5
MK618225,CCR5
MK618226,CXCR4
MK618227,CCR5
MK618228,CCR5
MK618229,CCR5
MK618230,CCR5
MK618233,CXCR4
MK618234,CXCR4
MK618237,CXCR4
MK618238,CCR5
MK618240,CCR5
MK618241,CCR5
MK618242,CXCR4
MK618245,CCR5
MK618246,CCR5
MK618247,CCR5
MK618248,CCR5
MK618250,CCR5
MK618252,CXCR4
MK618254,CCR5
MK618255,CCR5
MK618257,CXCR4
MK618258,CXCR4
MK618259,CCR5
MK618261,CCR5
MK618263,CCR5
MK618264,CCR5
MK618265,CCR5
MK618266,CCR5
MK618267,CCR5
MK618268,CXCR4
MK618270,CCR5
MK618271,CCR5
MK618272,CXCR4
MK618275,CCR5
MK618276,CCR5
MK618277,CXCR4
MK618279,CCR5
MK618280,CCR5
MK618281,CCR5
MK618282,CXCR4
MK618283,CCR5
MK618284,CCR5
MK618285,CXCR4
MK618286,CXCR4
MK618287,CXCR4
MK618288,CCR5
MK618290,CCR5
MK618291,CXCR4
MK618292,CCR5
MK618295,CCR5
MK618296,CXCR4
MK618298,CCR5
MK618303,CCR5
MK618307,CCR5
MK618308,CXCR4
MK618310,CCR5
MK618311,CCR5
MK618312,CCR5
MK618313,CCR5
MK618314,CCR5
MK618316,CXCR4
MK618317,CXCR4
MK618318,CCR5
MK618319,CXCR4
MK618322,CXCR4
MK618323,CXCR4
MK618324,CCR5
MK618326,CCR5
MK618327,CCR5
MK618329,CXCR4
MK618330,CCR5
MK618331,CCR5
MK618332,CXCR4
MK618333,CCR5
MK618334,CXCR4
MK618335,CXCR4
MK618336,CCR5
MK618337,CCR5
MK618339,CCR5
MK618340,CCR5
MK618341,CCR5
MK618342,CXCR4
MK618343,CCR5
MK618345,CCR5
MK618347,CCR5
MK618348,CXCR4
MK618353,CCR5
MK618355,CCR5
MK618356,CCR5
MK618357,CXCR4
MK618358,CXCR4
MK618360,CCR5
MK618362,CCR5
MK618363,CCR5
MK618365,CXCR4
MK618366,CCR5
MK618367,CXCR4
MK618368,CXCR4
MK618369,CCR5
MK618372,CXCR4
MK618373,CCR5
MK618374,CXCR4
MK618375,CXCR4
MK618377,CCR5
MK618378,CXCR4
MK618380,CCR5
MK618382,CCR5
MK618384,CXCR4
MK618385,CCR5
MK618386,CCR5
MK618387,CCR5
MK618390,CCR5
MK618391,CXCR4
MK618392,CXCR4
MK618395,CCR5
MK618396,CCR5
MK618398,CCR5
MK618399,CXCR4
MK618401,CCR5
MK618402,CXCR4
MK618403,CXCR4
MK618406,CCR5
MK618408,CCR5
MK618411,CXCR4
MK618412,CCR5
MK618415,CCR5
MK618416,CXCR4
MK618417,CCR5
MK984159,CXCR4
MK984160,CCR5
MN498126,CCR5
MN498127,CCR5
MN516441,CCR5
MN565588,CCR5
MN565590,CCR5
MN565592,CCR5
MN565594,CCR5
MN690612,CCR5
MN690613,CCR5
MN690614,CCR5
MN690615,CCR5
MN690616,CCR5
MN690617,CCR5
MN690618,CCR5
MN690619,CCR5
MN690620,CCR5
MN690621,CCR5
MN690622,CCR5
MN690623,CCR5
MN690624,CCR5
MN690625,CCR5
MN690626,CCR5
MN690627,CCR5
MN690628,CCR5
MN690629,CCR5
MN690630,CCR5
MN690631,CCR5
MN690632,CCR5
MN690633,CCR5
MN690634,CCR5
MN690635,CCR5
MN690636,CCR5
MN690637,CCR5
MN690638,CCR5
MN690639,CCR5
MN690640,CCR5
MN690641,CCR5
MN690642,CCR5
MN690643,CCR5
MN690644,CCR5
MN690645,CCR5
MN690646,CCR5
MN690647,CCR5
MN690648,CCR5
MN690649,CCR5
MN690650,CCR5
MN690651,CCR5
MN690652,CCR5
MN690653,CCR5
MN690654,CCR5
MN690655,CCR5
MN690656,CCR5
MN690657,CCR5
MN690658,CCR5
MN690659,CCR5
MN690660,CCR5
MN690661,CCR5
MN690662,CCR5
MN690663,CCR5
MN690664,CCR5
MN690665,CCR5
MN690666,CCR5
MN690667,CCR5
MN690668,CCR5
MN690669,CCR5
MN690670,CCR5
MN690671,CCR5
MN690672,CCR5
MN690673,CCR5
MN690674,CCR5
MN690675,CCR5
MN690676,CCR5
MN690677,CCR5
MN690678,CCR5
MN690679,CCR5
MN690680,CCR5
MN690681,CCR5
MN690682,CCR5
MN690683,CCR5
MN690684,CCR5
MN690685,CCR5
MN690686,CCR5
MN690687,CCR5
MN690688,CCR5
MN690689,CCR5
MN690690,CCR5
MN690691,CCR5
MN690692,CCR5
MN690693,CCR5
MN690694,CCR5
MN690695,CCR5
MN690696,CCR5
MN690697,CCR5
MN690698,CCR5
MN690699,CCR5
MN690700,CCR5
MN690701,CCR5
MN690702,CCR5
MN690703,CCR5
MN690704,CCR5
MN690705,CCR5
MN690706,CCR5
MN690707,CCR5
MN690708,CCR5
MN690709,CCR5
MN690710,CCR5
MN690711,CCR5
MN690712,CCR5
MN690713,CCR5
MN690714,CCR5
MN690715,CCR5
MN690716,CCR5
MN690717,CCR5
MN690718,CCR5
MN690719,CCR5
MN690720,CCR5
MN690721,CCR5
MN690722,CCR5
MN690723,CCR5
MN690724,CCR5
MN690725,CCR5
MN690726,CCR5
MN690727,CCR5
MN690728,CCR5
MN690729,CCR5
MN690730,CCR5
MN690731,CCR5
MN690732,CCR5
MN690733,CCR5
MN690734,CCR5
MN703127,CCR5
MN703128,CCR5
MN703129,CCR5
MN703130,CCR5
MN703131,CCR5
MN703132,CCR5
MN703133,CCR5
MN703134,CCR5
MN703135,CCR5
MN703136,CCR5
MN703137,CCR5
MN703140,CCR5
MN703141,CCR5
MN703142,CCR5
MN703143,CCR5
MN703144,CCR5
MN703145,CCR5
MN703146,CCR5
MN703147,CCR5
MN703148,CCR5
MN703149,CCR5
MN703150,CCR5
MN703151,CCR5
MT222937,CCR5
MT222938,CCR5
MT222940,CCR5
MT222942,CCR5
MT222943,CCR5
MT222945,CCR5
MT222946,CCR5
MT222947,CCR5
MT222948,CCR5
MT222949,CCR5
MT222950,CCR5
MT222951,CCR5
MT222952,CCR5
MT222953,CCR5
MT222956,CCR5
MT222958,CCR5
MT222959,CCR5
MT222960,CCR5
MT222961,CCR5
MT260177,CCR5
MT260178,CCR5
MT260179,CCR5
MT260180,CCR5
MT260181,CCR5
MT260182,CCR5
MT260184,CCR5
MT951984,CXCR4
MT951985,CXCR4
MT951986,CXCR4
MT951987,CXCR4
MT951990,CXCR4
MT951991,CXCR4
MT951992,CXCR4
MT951993,CXCR4
MW584213,CCR5
MW584214,CCR5
MW584215,CCR5
MW584216,CCR5
MW584217,CCR5
MW584218,CCR5
MW584219,CCR5
MW584220,CCR5
MW584221,CCR5
MW584222,CCR5
MW584223,CCR5
MW584224,CCR5
MZ147102,CCR5
MZ147103,CCR5
MZ147104,CCR5
MZ147106,CCR5
MZ147107,CCR5
MZ147108,CCR5
MZ147109,CCR5
MZ147110,CCR5
MZ147111,CCR5
MZ147112,CCR5
MZ147113,CCR5
MZ147114,CCR5
MZ147115,CCR5
MZ147116,CCR5
MZ147117,CCR5
MZ147119,CCR5
MZ147121,CCR5
MZ147122,CCR5
MZ147123,CCR5
MZ147124,CCR5
MZ147125,CCR5
MZ147126,CXCR4
MZ147127,CCR5
MZ147128,CXCR4
MZ147129,CCR5
MZ147130,CCR5
MZ147131,CCR5
MZ147132,CCR5
MZ147133,CCR5
MZ147134,CCR5
MZ147135,CCR5
MZ147136,CCR5
MZ147137,CCR5
MZ147138,CCR5
MZ147139,CXCR4
MZ147140,CCR5
MZ147141,CCR5
MZ147142,CCR5
MZ147150,CCR5
MZ147151,CCR5
MZ147152,CCR5
MZ147153,CCR5
MZ147157,CCR5
MZ147158,CCR5
MZ147159,CCR5
MZ147160,CCR5
MZ147161,CCR5
MZ147162,CCR5
MZ147163,CCR5
MZ147164,CCR5
MZ147165,CXCR4
MZ147166,CCR5
MZ147167,CCR5
MZ147168,CCR5
MZ147169,CCR5
MZ147170,CCR5
MZ147171,CCR5
MZ147172,CXCR4
MZ147173,CCR5
MZ147174,CCR5
MZ147175,CCR5
MZ147176,CCR5
MZ147177,CCR5
MZ147178,CCR5
MZ147179,CCR5
MZ147180,CCR5
MZ147181,CCR5
MZ147182,CCR5
MZ147183,CCR5
MZ147184,CCR5
MZ147185,CCR5
MZ147186,CCR5
MZ147187,CCR5
MZ147188,CCR5
MZ147189,CCR5
MZ147190,CCR5
MZ147191,CCR5
MZ147192,CCR5
MZ147193,CCR5
MZ147194,CCR5
MZ288706,CCR5
MZ288707,CCR5
MZ288708,CCR5
MZ288709,CCR5
MZ288710,CCR5
MZ288711,CCR5
MZ288712,CCR5
MZ288714,CCR5
MZ288716,CCR5
MZ288717,CCR5
MZ288718,CCR5
U04900,CCR5
U04904,CXCR4
U04908,CCR5
U04909,CCR5
U04917,CCR5
U04918,CCR5
U04925,CCR5
U04927,CCR5
U08193,CXCR4
U08368,CCR5
U08447,CXCR4
U08449,CCR5
U08450,CCR5
U08451,CCR5
U08453,CCR5
U08454,CCR5
U08455,CCR5
U08456,CCR5
U08458,CCR5
U08630,CCR5
U08633,CCR5
U08634,CCR5
U08635,CCR5
U08636,CCR5
U08637,CCR5
U08638,CCR5
U08639,CCR5
U08640,CCR5
U08645,CCR5
U08647,CCR5
U08648,CCR5
U08649,CCR5
U08650,CCR5
U08651,CCR5
U08652,CCR5
U08653,CCR5
U08654,CCR5
U08655,CCR5
U08656,CCR5
U08657,CCR5
U08658,CCR5
U08659,CCR5
U08660,CCR5
U08661,CCR5
U08662,CCR5
U08663,CCR5
U08664,CCR5
U08665,CCR5
U08666,CXCR4
U08667,CXCR4
U08668,CCR5
U08669,CCR5
U08670,CCR5
U08671,CCR5
U08687,CCR5
U08688,CCR5
U08689,CCR5
U08690,CCR5
U08691,CCR5
U08692,CCR5
U08693,CCR5
U08694,CCR5
U08695,CCR5
U08696,CCR5
U08697,CCR5
U08698,CCR5
U08699,CCR5
U08700,CCR5
U08701,CCR5
U08702,CCR5
U08703,CCR5
U08704,CCR5
U08705,CCR5
U08706,CCR5
U08707,CCR5
U08708,CCR5
U08709,CCR5
U08710,CCR5
U08711,CCR5
U08712,CCR5
U08713,CCR5
U08714,CCR5
U08715,CCR5
U08716,CCR5
U08717,CCR5
U08718,CCR5
U08720,CCR5
U08722,CCR5
U08723,CXCR4
U08724,CXCR4
U08727,CXCR4
U08728,CXCR4
U08729,CXCR4
U08730,CXCR4
U08731,CXCR4
U08732,CXCR4
U08733,CCR5
U08734,CXCR4
U08735,CXCR4
U08737,CXCR4
U08738,CXCR4
U08739,CXCR4
U08740,CXCR4
U08741,CXCR4
U08742,CCR5
U08743,CCR5
U08744,CCR5
U08745,CCR5
U08746,CCR5
U08747,CCR5
U08748,CCR5
U08753,CCR5
U08754,CCR5
U08755,CCR5
U08756,CCR5
U08757,CCR5
U08758,CCR5
U08759,CCR5
U08760,CCR5
U08761,CCR5
U08762,CCR5
U08764,CCR5
U08765,CCR5
U08766,CCR5
U08767,CXCR4
U08768,CCR5
U08769,CCR5
U08770,CCR5
U08771,CCR5
U08772,CCR5
U08774,CCR5
U08775,CCR5
U08776,CCR5
U08777,CCR5
U08778,CCR5
U08779,CCR5
U08780,CCR5
U08781,CCR5
U08782,CCR5
U08783,CCR5
U08784,CCR5
U08785,CCR5
U08787,CCR5
U08788,CCR5
U08789,CCR5
U08790,CCR5
U08791,CCR5
U08792,CCR5
U08794,CCR5
U08795,CCR5
U08798,CCR5
U08799,CCR5
U08800,CCR5
U08801,CCR5
U08802,CCR5
U08803,CCR5
U08804,CXCR4
U08805,CXCR4
U08806,CXCR4
U08807,CXCR4
U08808,CXCR4
U08809,CXCR4
U08810,CCR5
U08822,CXCR4
U08823,CCR5
U08824,CXCR4
U08825,CCR5
U08826,CCR5
U08827,CCR5
U08828,CCR5
U08829,CCR5
U08830,CCR5
U08831,CCR5
U08832,CCR5
U08833,CCR5
U08834,CCR5
U08835,CCR5
U08836,CCR5
U09126,CCR5
U09131,CCR5
U09132,CCR5
U09133,CCR5
U15121,CCR5
U16217,CCR5
U16218,CCR5
U16219,CCR5
U16223,CCR5
U16224,CCR5
U16225,CCR5
U16226,CCR5
U16227,CCR5
U16228,CCR5
U16229,CCR5
U16230,CCR5
U16231,CCR5
U16232,CCR5
U16233,CCR5
U16234,CCR5
U16235,CCR5
U16236,CCR5
U22010,CCR5
U23487,CCR5
U24562,CCR5
U24566,CCR5
U25552,CXCR4
U25553,CXCR4
U25554,CXCR4
U25572,CXCR4
U25573,CXCR4
U25574,CXCR4
U25575,CXCR4
U25576,CXCR4
U26942,CXCR4
U27399,CXCR4
U27404,CXCR4
U27408,CXCR4
U27413,CCR5
U27426,CCR5
U27443,CCR5
U32396,CCR5
U36881,CCR5
U36883,CCR5
U39256,CCR5
U39258,CCR5
U39259,CCR5
U43386,CXCR4
U45299,CCR5
U45485,CCR5
U48207,CXCR4
U48267,CXCR4
U48268,CXCR4
U52953,CCR5
U54771,CCR5
U58827,CXCR4
U66221,CCR5
U69657,CCR5
U69663,CCR5
U69664,CCR5
U72495,CXCR4
U79719,CCR5
U79720,CCR5
U79721,CCR5
U88824,CCR5
U88825,CCR5
U88826,CCR5
U92051,CCR5
X01762,CXCR4
X84327,CCR5
X96522,CCR5
